,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
134,CASP16.M1211TS006_1,1,2,0.429,0.398,0.709,0.0,0.12,0.007,22.003,0.89963,0.7747,0.73651,0.31586,0.2676,0.40776,0.56701,0.3304066666666667,0.8036133333333334,0.09638363891281188,1189.11,5778505.07,10807764.73,-3.2353734276632493,228.113,283.032
135,CASP16.M1211TS006_2,1,2,0.45,0.402,0.713,0.0,0.21,0.03,17.861,0.90458,0.78368,0.75414,0.29413,0.25645,0.39323,0.5643683333333334,0.31460333333333335,0.8141333333333334,0.05813366205547936,1048.6,4328718.85,8747859.33,-3.319845788451121,226.124,217.041
136,CASP16.M1211TS006_3,1,2,0.431,0.398,0.678,0.0,0.148,0.022,20.055,0.90673,0.78597,0.75102,0.34078,0.30456,0.44699,0.5893416666666667,0.36411,0.8145733333333333,0.13939986652694644,1107.5,5958949.5,11108157.14,-3.088126308544456,80.307,318.82
137,CASP16.M1211TS006_4,1,2,0.43,0.398,0.718,0.0,0.11,0.007,17.519,0.89944,0.7776,0.74747,0.30727,0.28203,0.4158,0.5716016666666666,0.3350333333333333,0.8081699999999999,0.06584869667422026,1107.32,5125435.42,9129575.3,-0.019671936961300165,160.271,274.726
138,CASP16.M1211TS006_5,1,2,0.429,0.398,0.676,0.0,0.118,0.007,23.044,0.91034,0.80005,0.76563,0.33238,0.30788,0.4286,0.5908133333333334,0.35628666666666664,0.8253400000000001,0.09047722198884003,1164.49,4273632.22,8296483.58,-2.7478934877986942,30.978,238.009
139,CASP16.M1211TS028_1,1,2,0.437,0.411,0.646,0.034,0.354,0.034,19.591,0.76029,0.53906,0.41746,0.07493,0.05323,0.1669,0.3353116666666666,0.09835333333333333,0.57227,0.007177592252597264,236.099,1134832.14,2088781.92,-2.864401153624155,108.346,48.1194
140,CASP16.M1211TS028_2,1,2,0.438,0.41,0.647,0.034,0.348,0.035,18.968,0.76017,0.54346,0.42326,0.08057,0.05948,0.17473,0.34027833333333335,0.10492666666666667,0.57563,0.006330292160851059,262.221,1149237.08,2085402.51,-2.6979330537467376,84.467,51.9707
141,CASP16.M1211TS028_3,1,2,0.437,0.41,0.645,0.034,0.359,0.034,19.912,0.7566,0.53257,0.41183,0.07203,0.05193,0.16321,0.33136166666666667,0.09572333333333333,0.567,0.008472116017119901,229.072,1190043.7,2182978.65,-1.9610230362916532,118.649,51.7614
142,CASP16.M1211TS028_4,1,2,0.441,0.409,0.653,0.051,0.353,0.038,17.704,0.76609,0.55172,0.43606,0.08827,0.06538,0.18343,0.3484916666666667,0.11236,0.5846233333333334,0.007042545421137447,299.343,1185223.06,2127888.1,-1.3617216137225323,124.923,50.02
143,CASP16.M1211TS028_5,1,2,0.442,0.407,0.646,0.051,0.364,0.034,17.403,0.76764,0.55179,0.43727,0.09248,0.06803,0.19168,0.3514816666666667,0.11739666666666666,0.5855666666666667,0.00877147909584437,314.831,1240789.67,2227117.96,-1.9599628548036967,121.966,51.3404
144,CASP16.M1211TS033_2,1,2,0.442,0.401,0.574,0.0,0.151,0.008,15.496,0.90576,0.77374,0.74049,0.27259,0.26826,0.3755,0.5560566666666666,0.30545,0.8066633333333333,0.031183629628912968,921.754,3131607.54,5683641.77,-7.471296547605158,26.102,150.887
145,CASP16.M1211TS033_3,1,2,0.441,0.399,0.539,0.007,0.215,0.015,14.495,0.90693,0.78184,0.75477,0.29469,0.28739,0.37128,0.5661499999999999,0.31778666666666666,0.8145133333333333,0.02631960607104702,1230.97,3410302.46,7998224.96,-5.000077723585057,57.669,257.062
146,CASP16.M1211TS033_4,1,2,0.433,0.398,0.577,0.02,0.168,0.007,16.802,0.91324,0.79461,0.7653,0.28132,0.29918,0.36445,0.5696833333333333,0.31498333333333334,0.8243833333333334,0.01299748637044331,752.313,1637016.32,3217673.35,-10.0,6.922,98.6312
147,CASP16.M1211TS033_5,1,2,0.435,0.402,0.54,0.007,0.185,0.005,16.328,0.91048,0.78071,0.74151,0.28806,0.25664,0.35182,0.55487,0.29884,0.8109000000000001,0.023633933027304013,1197.73,3035261.2,6368456.35,-10.0,45.273,247.004
148,CASP16.M1211TS091_1,1,2,0.43,0.397,0.759,0.0,0.119,0.01,20.052,0.9075,0.77486,0.74724,0.27614,0.2353,0.38564,0.5544466666666668,0.2990266666666667,0.8098666666666667,0.06270360375929158,1167.65,5708558.39,9733670.36,-3.3367792662854514,403.056,190.622
149,CASP16.M1211TS091_2,1,2,0.437,0.398,0.76,0.045,0.205,0.046,19.829,0.89822,0.77648,0.7467,0.26491,0.22233,0.37937,0.5480016666666667,0.28887,0.8071333333333334,0.055010523329838176,1045.23,6251722.15,10231226.27,-1.4878675653254965,345.722,243.062
150,CASP16.M1211TS091_3,1,2,0.438,0.397,0.76,0.0,0.256,0.036,20.282,0.90376,0.77262,0.74745,0.26947,0.25132,0.38018,0.5541333333333333,0.30032333333333333,0.8079433333333332,0.03686212513930513,973.146,3877371.05,6398803.47,-4.600404279440973,381.138,133.237
